company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
NESTLEIND,2016-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2017-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2018-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2019-12-01 00:00:00,+,+,-,Liquidating Assets
NESTLEIND,2020-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2021-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2022-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2023-12-01 00:00:00,+,-,-,Reinvestor
NESTLEIND,2024-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2013-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2014-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2015-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2016-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2017-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2018-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2019-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2020-03-01 00:00:00,+,-,+,Mixed
NHPC,2021-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2022-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2023-03-01 00:00:00,+,-,-,Reinvestor
NHPC,2024-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2013-03-01 00:00:00,+,-,+,Mixed
NTPC,2014-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2015-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2016-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2017-03-01 00:00:00,+,-,+,Mixed
NTPC,2018-03-01 00:00:00,+,-,+,Mixed
NTPC,2019-03-01 00:00:00,+,-,+,Mixed
NTPC,2020-03-01 00:00:00,+,-,+,Mixed
NTPC,2021-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2022-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2023-03-01 00:00:00,+,-,-,Reinvestor
NTPC,2024-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2013-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2014-03-01 00:00:00,+,-,+,Mixed
ONGC,2015-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2016-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2017-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2018-03-01 00:00:00,+,-,+,Mixed
ONGC,2019-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2020-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2021-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2022-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2023-03-01 00:00:00,+,-,-,Reinvestor
ONGC,2024-03-01 00:00:00,+,-,-,Reinvestor
PFC,2013-03-01 00:00:00,-,+,+,Distress Signal
PFC,2014-03-01 00:00:00,-,+,+,Distress Signal
PFC,2015-03-01 00:00:00,-,-,+,Growth Funded by Debt
PFC,2016-03-01 00:00:00,-,-,+,Growth Funded by Debt
PFC,2017-03-01 00:00:00,+,-,+,Mixed
PFC,2018-03-01 00:00:00,-,+,+,Distress Signal
PFC,2019-03-01 00:00:00,-,-,+,Growth Funded by Debt
PFC,2020-03-01 00:00:00,-,-,+,Growth Funded by Debt
PFC,2021-03-01 00:00:00,-,+,+,Distress Signal
PFC,2022-03-01 00:00:00,+,-,-,Reinvestor
PFC,2023-03-01 00:00:00,-,-,+,Growth Funded by Debt
PFC,2024-03-01 00:00:00,-,-,+,Growth Funded by Debt
PIDILITIND,2013-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2014-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2015-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2016-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2017-03-01 00:00:00,+,-,+,Mixed
PIDILITIND,2018-03-01 00:00:00,+,+,-,Liquidating Assets
PIDILITIND,2019-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2020-03-01 00:00:00,+,+,-,Liquidating Assets
PIDILITIND,2021-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2022-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2023-03-01 00:00:00,+,-,-,Reinvestor
PIDILITIND,2024-03-01 00:00:00,+,-,-,Reinvestor
PNB,2013-03-01 00:00:00,-,-,-,Pre-Revenue
PNB,2014-03-01 00:00:00,+,-,+,Mixed
PNB,2015-03-01 00:00:00,+,-,+,Mixed
PNB,2016-03-01 00:00:00,+,-,+,Mixed
PNB,2017-03-01 00:00:00,+,+,-,Liquidating Assets
PNB,2018-03-01 00:00:00,-,+,+,Distress Signal
PNB,2019-03-01 00:00:00,-,-,+,Growth Funded by Debt
PNB,2020-03-01 00:00:00,-,-,+,Growth Funded by Debt
PNB,2021-03-01 00:00:00,+,-,+,Mixed
PNB,2022-03-01 00:00:00,+,-,+,Mixed
PNB,2023-03-01 00:00:00,+,-,+,Mixed
PNB,2024-03-01 00:00:00,-,-,+,Growth Funded by Debt
POWERGRID,2013-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2014-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2015-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2016-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2017-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2018-03-01 00:00:00,+,-,+,Mixed
POWERGRID,2019-03-01 00:00:00,+,-,-,Reinvestor
POWERGRID,2020-03-01 00:00:00,+,-,-,Reinvestor
POWERGRID,2021-03-01 00:00:00,+,-,-,Reinvestor
POWERGRID,2022-03-01 00:00:00,+,+,-,Liquidating Assets
POWERGRID,2023-03-01 00:00:00,+,-,-,Reinvestor
POWERGRID,2024-03-01 00:00:00,+,-,-,Reinvestor
RECLTD,2013-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2014-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2015-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2016-03-01 00:00:00,-,-,+,Growth Funded by Debt
RECLTD,2017-03-01 00:00:00,+,-,-,Reinvestor
RECLTD,2018-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2019-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2020-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2021-03-01 00:00:00,-,+,+,Distress Signal
RECLTD,2022-03-01 00:00:00,-,-,+,Growth Funded by Debt
RECLTD,2023-03-01 00:00:00,-,-,+,Growth Funded by Debt
RECLTD,2024-03-01 00:00:00,-,-,+,Growth Funded by Debt
RELIANCE,2013-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2014-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2015-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2016-03-01 00:00:00,+,-,-,Reinvestor
RELIANCE,2017-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2018-03-01 00:00:00,+,-,-,Reinvestor
RELIANCE,2019-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2020-03-01 00:00:00,+,-,-,Reinvestor
RELIANCE,2021-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2022-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2023-03-01 00:00:00,+,-,+,Mixed
RELIANCE,2024-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2013-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2014-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2015-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2016-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2017-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2018-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2019-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2020-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2021-03-01 00:00:00,+,-,+,Mixed
SBILIFE,2022-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2023-03-01 00:00:00,+,-,-,Reinvestor
SBILIFE,2024-03-01 00:00:00,+,-,-,Reinvestor
SBIN,2013-03-01 00:00:00,+,-,-,Reinvestor
SBIN,2014-03-01 00:00:00,+,-,+,Mixed
SBIN,2015-03-01 00:00:00,+,-,-,Reinvestor
SBIN,2016-03-01 00:00:00,+,-,+,Mixed
SBIN,2017-03-01 00:00:00,+,-,-,Reinvestor
SBIN,2018-03-01 00:00:00,-,+,+,Distress Signal
SBIN,2019-03-01 00:00:00,+,+,+,Cash Accumulator
SBIN,2020-03-01 00:00:00,+,-,+,Mixed
SBIN,2021-03-01 00:00:00,+,-,+,Mixed
SBIN,2022-03-01 00:00:00,+,-,-,Reinvestor
SBIN,2023-03-01 00:00:00,-,-,+,Growth Funded by Debt
SBIN,2024-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2013-06-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2014-06-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2015-06-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2016-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2017-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2018-03-01 00:00:00,+,-,+,Mixed
SHREECEM,2019-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2020-03-01 00:00:00,+,-,+,Mixed
SHREECEM,2021-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2022-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2023-03-01 00:00:00,+,-,-,Reinvestor
SHREECEM,2024-03-01 00:00:00,+,-,-,Reinvestor
SHRIRAMFIN,2013-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2014-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2015-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2016-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2017-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2018-03-01 00:00:00,-,+,+,Distress Signal
SHRIRAMFIN,2019-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2020-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2021-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2022-03-01 00:00:00,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2023-03-01 00:00:00,-,+,+,Distress Signal
SHRIRAMFIN,2024-03-01 00:00:00,-,-,+,Growth Funded by Debt
SIEMENS,2011-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2014-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2015-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2016-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2017-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2018-09-01 00:00:00,+,-,-,Reinvestor
SIEMENS,2019-09-01 00:00:00,+,-,-,Reinvestor
SIEMENS,2020-09-01 00:00:00,+,+,-,Liquidating Assets
SIEMENS,2021-09-01 00:00:00,+,-,-,Reinvestor
SIEMENS,2022-09-01 00:00:00,+,-,-,Reinvestor
SIEMENS,2023-09-01 00:00:00,+,-,-,Reinvestor
SIEMENS,2024-09-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2013-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2014-03-01 00:00:00,+,-,+,Mixed
SUNPHARMA,2015-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2016-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2017-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2018-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2019-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2020-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2021-03-01 00:00:00,+,+,-,Liquidating Assets
SUNPHARMA,2022-03-01 00:00:00,+,-,-,Reinvestor
SUNPHARMA,2023-03-01 00:00:00,+,-,+,Mixed
SUNPHARMA,2024-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2013-03-01 00:00:00,+,+,+,Cash Accumulator
TATACONSUM,2014-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2015-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2016-03-01 00:00:00,+,+,-,Liquidating Assets
TATACONSUM,2017-03-01 00:00:00,+,+,-,Liquidating Assets
TATACONSUM,2018-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2019-03-01 00:00:00,+,+,-,Liquidating Assets
TATACONSUM,2020-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2021-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2022-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2023-03-01 00:00:00,+,-,-,Reinvestor
TATACONSUM,2024-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2013-03-01 00:00:00,+,-,-,Reinvestor
TATAMOTORS,2014-03-01 00:00:00,+,-,-,Reinvestor
TATAMOTORS,2015-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2016-03-01 00:00:00,+,-,-,Reinvestor
TATAMOTORS,2017-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2018-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2019-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2020-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2021-03-01 00:00:00,+,-,+,Mixed
TATAMOTORS,2022-03-01 00:00:00,+,-,-,Reinvestor
TATAMOTORS,2023-03-01 00:00:00,+,-,-,Reinvestor
TATAMOTORS,2024-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2013-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2014-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2015-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2016-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2017-03-01 00:00:00,+,-,+,Mixed
TATAPOWER,2018-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2019-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2020-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2021-03-01 00:00:00,+,+,-,Liquidating Assets
TATAPOWER,2022-03-01 00:00:00,+,-,-,Reinvestor
TATAPOWER,2023-03-01 00:00:00,+,-,+,Mixed
TATAPOWER,2024-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2013-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2014-03-01 00:00:00,+,-,+,Mixed
TATASTEEL,2015-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2016-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2017-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2018-03-01 00:00:00,+,-,+,Mixed
TATASTEEL,2019-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2020-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2021-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2022-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2023-03-01 00:00:00,+,-,-,Reinvestor
TATASTEEL,2024-03-01 00:00:00,+,-,-,Reinvestor
TCS,2013-03-01 00:00:00,+,-,-,Reinvestor
TCS,2014-03-01 00:00:00,+,-,-,Reinvestor
TCS,2015-03-01 00:00:00,+,-,-,Reinvestor
TCS,2016-03-01 00:00:00,+,-,-,Reinvestor
TCS,2017-03-01 00:00:00,+,-,-,Reinvestor
TCS,2018-03-01 00:00:00,+,+,-,Liquidating Assets
TCS,2019-03-01 00:00:00,+,+,-,Liquidating Assets
TCS,2020-03-01 00:00:00,+,+,-,Liquidating Assets
TCS,2021-03-01 00:00:00,+,-,-,Reinvestor
TCS,2022-03-01 00:00:00,+,-,-,Reinvestor
TCS,2023-03-01 00:00:00,+,+,-,Liquidating Assets
TCS,2024-03-01 00:00:00,+,+,-,Liquidating Assets
TECHM,2013-03-01 00:00:00,+,-,+,Mixed
TECHM,2014-03-01 00:00:00,+,+,-,Liquidating Assets
TECHM,2015-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2016-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2017-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2018-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2019-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2020-03-01 00:00:00,+,+,-,Liquidating Assets
TECHM,2021-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2022-03-01 00:00:00,+,+,-,Liquidating Assets
TECHM,2023-03-01 00:00:00,+,-,-,Reinvestor
TECHM,2024-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2013-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2014-03-01 00:00:00,-,-,+,Growth Funded by Debt
TITAN,2015-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2016-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2017-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2018-03-01 00:00:00,-,+,-,Unknown
TITAN,2019-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2020-03-01 00:00:00,-,+,-,Unknown
TITAN,2021-03-01 00:00:00,+,-,-,Reinvestor
TITAN,2022-03-01 00:00:00,-,+,-,Unknown
TITAN,2023-03-01 00:00:00,+,-,+,Mixed
TITAN,2024-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2013-03-01 00:00:00,+,-,+,Mixed
TORNTPHARM,2014-03-01 00:00:00,+,-,+,Mixed
TORNTPHARM,2015-03-01 00:00:00,+,-,+,Mixed
TORNTPHARM,2016-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2017-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2018-03-01 00:00:00,+,-,+,Mixed
TORNTPHARM,2019-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2020-03-01 00:00:00,+,+,-,Liquidating Assets
TORNTPHARM,2021-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2022-03-01 00:00:00,+,-,-,Reinvestor
TORNTPHARM,2023-03-01 00:00:00,+,-,+,Mixed
TORNTPHARM,2024-03-01 00:00:00,+,-,-,Reinvestor
TRENT,2013-03-01 00:00:00,+,-,+,Mixed
TRENT,2014-03-01 00:00:00,-,-,-,Pre-Revenue
TRENT,2015-03-01 00:00:00,-,-,+,Growth Funded by Debt
TRENT,2016-03-01 00:00:00,+,-,-,Reinvestor
TRENT,2017-03-01 00:00:00,+,-,-,Reinvestor
TRENT,2018-03-01 00:00:00,+,-,-,Reinvestor
TRENT,2019-03-01 00:00:00,+,-,+,Mixed
TRENT,2020-03-01 00:00:00,+,-,+,Mixed
TRENT,2021-03-01 00:00:00,+,+,-,Liquidating Assets
TRENT,2022-03-01 00:00:00,+,+,-,Liquidating Assets
TRENT,2023-03-01 00:00:00,+,-,-,Reinvestor
TRENT,2024-03-01 00:00:00,+,-,-,Reinvestor
TVSMOTOR,2013-03-01 00:00:00,+,-,-,Reinvestor
TVSMOTOR,2014-03-01 00:00:00,+,-,-,Reinvestor
TVSMOTOR,2015-03-01 00:00:00,+,-,+,Mixed
TVSMOTOR,2016-03-01 00:00:00,+,-,-,Reinvestor
TVSMOTOR,2017-03-01 00:00:00,+,-,-,Reinvestor
TVSMOTOR,2018-03-01 00:00:00,+,-,+,Mixed
TVSMOTOR,2019-03-01 00:00:00,-,-,+,Growth Funded by Debt
TVSMOTOR,2020-03-01 00:00:00,+,-,+,Mixed
TVSMOTOR,2021-03-01 00:00:00,+,-,+,Mixed
TVSMOTOR,2022-03-01 00:00:00,-,-,+,Growth Funded by Debt
TVSMOTOR,2023-03-01 00:00:00,-,-,+,Growth Funded by Debt
TVSMOTOR,2024-03-01 00:00:00,-,-,+,Growth Funded by Debt
ULTRACEMCO,2013-03-01 00:00:00,+,-,+,Mixed
ULTRACEMCO,2014-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2015-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2016-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2017-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2018-03-01 00:00:00,+,+,-,Liquidating Assets
ULTRACEMCO,2019-03-01 00:00:00,+,+,-,Liquidating Assets
ULTRACEMCO,2020-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2021-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2022-03-01 00:00:00,+,+,-,Liquidating Assets
ULTRACEMCO,2023-03-01 00:00:00,+,-,-,Reinvestor
ULTRACEMCO,2024-03-01 00:00:00,+,-,-,Reinvestor
UNIONBANK,2013-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNIONBANK,2014-03-01 00:00:00,+,-,+,Mixed
UNIONBANK,2015-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNIONBANK,2016-03-01 00:00:00,+,-,-,Reinvestor
UNIONBANK,2017-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNIONBANK,2018-03-01 00:00:00,+,-,+,Mixed
UNIONBANK,2019-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNIONBANK,2020-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNIONBANK,2021-03-01 00:00:00,+,-,-,Reinvestor
UNIONBANK,2022-03-01 00:00:00,+,-,-,Reinvestor
UNIONBANK,2023-03-01 00:00:00,+,-,-,Reinvestor
UNIONBANK,2024-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2013-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2014-03-01 00:00:00,-,-,+,Growth Funded by Debt
UNITDSPR,2015-03-01 00:00:00,-,+,-,Unknown
UNITDSPR,2016-03-01 00:00:00,+,+,-,Liquidating Assets
UNITDSPR,2017-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2018-03-01 00:00:00,+,+,-,Liquidating Assets
UNITDSPR,2019-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2020-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2021-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2022-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2023-03-01 00:00:00,+,-,-,Reinvestor
UNITDSPR,2024-03-01 00:00:00,+,+,-,Liquidating Assets
VBL,2012-12-01 00:00:00,+,-,+,Mixed
VBL,2013-12-01 00:00:00,+,-,+,Mixed
VBL,2014-12-01 00:00:00,+,-,+,Mixed
VBL,2015-12-01 00:00:00,+,-,-,Reinvestor
VBL,2016-12-01 00:00:00,+,-,+,Mixed
VBL,2017-12-01 00:00:00,+,-,+,Mixed
VBL,2018-12-01 00:00:00,+,-,-,Reinvestor
VBL,2019-12-01 00:00:00,+,-,+,Mixed
VBL,2020-12-01 00:00:00,+,-,-,Reinvestor
VBL,2021-12-01 00:00:00,+,-,-,Reinvestor
VBL,2022-12-01 00:00:00,+,-,-,Reinvestor
VBL,2023-12-01 00:00:00,+,-,+,Mixed
VEDL,2013-03-01 00:00:00,+,-,+,Mixed
VEDL,2014-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2015-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2016-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2017-03-01 00:00:00,+,+,-,Liquidating Assets
VEDL,2018-03-01 00:00:00,+,+,-,Liquidating Assets
VEDL,2019-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2020-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2021-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2022-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2023-03-01 00:00:00,+,-,-,Reinvestor
VEDL,2024-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2013-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2014-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2015-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2016-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2017-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2018-03-01 00:00:00,+,+,-,Liquidating Assets
WIPRO,2019-03-01 00:00:00,+,+,-,Liquidating Assets
WIPRO,2020-03-01 00:00:00,+,+,-,Liquidating Assets
WIPRO,2021-03-01 00:00:00,+,+,-,Liquidating Assets
WIPRO,2022-03-01 00:00:00,+,-,+,Mixed
WIPRO,2023-03-01 00:00:00,+,-,-,Reinvestor
WIPRO,2024-03-01 00:00:00,+,+,-,Liquidating Assets
ZOMATO,2020-03-01 00:00:00,-,+,+,Distress Signal
ZOMATO,2021-03-01 00:00:00,-,-,+,Growth Funded by Debt
ZOMATO,2022-03-01 00:00:00,-,-,+,Growth Funded by Debt
ZOMATO,2023-03-01 00:00:00,-,+,-,Unknown
ZOMATO,2024-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2013-03-01 00:00:00,+,-,+,Mixed
ZYDUSLIFE,2014-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2015-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2016-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2017-03-01 00:00:00,+,-,+,Mixed
ZYDUSLIFE,2018-03-01 00:00:00,+,-,+,Mixed
ZYDUSLIFE,2019-03-01 00:00:00,+,-,+,Mixed
ZYDUSLIFE,2020-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2021-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2022-03-01 00:00:00,+,-,-,Reinvestor
ZYDUSLIFE,2023-03-01 00:00:00,+,+,-,Liquidating Assets
ZYDUSLIFE,2024-03-01 00:00:00,+,-,-,Reinvestor
